project_id,domain,methodology,team_location,vendor_contract_type,planned_budget_lakhs,planned_duration_days,team_size,team_experience_years_avg,tech_complexity,requirements_changes,open_bugs_count,vendor_dependency,stakeholder_count,offshore_ratio,sprint_length_days,story_points_planned,completed_rate,issue_churn_rate,reopens_rate,dependency_count,overdue_tasks_pct,requirements_clarity,risk_register_count,past_similar_success_rate,buffer_days,schedule_slippage_pct,cost_variance_pct,risk,risk_level
P1948,Government,Hybrid,Co-located,T&M,39.59,76,13,2.01,5,15,10,0,18,0.243,0,0,0.9,0.086,0.189,13,0.067,1,7,0.597,8,27.56,10.41,1,High
P1401,E-commerce,Hybrid,Co-located,T&M,22.84,186,15,5.6,3,18,8,0,7,0.553,0,0,0.781,0.152,0.144,9,0.045,4,4,0.781,9,9.7,-5.27,0,Low
P1419,Telecom,Waterfall,Hybrid,T&M,54.15,367,11,3.34,4,7,16,1,12,0.838,0,0,0.985,0.5,0.091,3,0.087,2,6,0.693,4,26.19,19.64,1,High
P1086,Fintech,Waterfall,Distributed,Fixed Bid,28.04,295,19,2.39,2,13,9,0,10,0.51,0,0,1.081,0.395,0.218,13,0.1,3,1,0.356,13,26.2,4.85,1,High
P1896,E-commerce,Agile,Hybrid,Fixed Bid,19.06,259,18,7.03,5,18,13,0,3,0.245,14,210,0.803,0.046,0.165,10,0.102,2,3,0.827,0,27.83,15.54,1,High
P1391,Government,Agile,Distributed,T&M,27.65,135,6,4.56,1,14,4,1,16,0.608,14,151,0.917,0.27,0.035,0,0.001,5,0,0.81,6,1.44,-2.01,0,Low
P1952,E-commerce,Agile,Co-located,T&M,28.03,356,12,2.72,4,18,13,0,6,0.452,7,185,0.863,0.337,0.265,8,0.023,2,2,0.467,3,29.2,18.71,1,High
P1057,Government,Agile,Co-located,Fixed Bid,26.49,149,11,3.32,3,11,6,1,10,0.07,14,359,0.64,0.283,0.043,13,0.115,4,7,0.788,3,12.51,16.35,1,Medium
P1930,Retail,Agile,Distributed,T&M,30.55,410,12,1.8,3,14,10,1,12,0.184,14,269,0.74,0.07,0.203,15,0.053,3,3,0.909,12,33.24,29.78,1,High
P1764,Fintech,Agile,Distributed,T&M,16.77,296,15,7.04,2,12,4,0,19,0.606,14,127,0.877,0.364,0.161,0,0.214,3,3,0.636,8,0.16,0.53,0,Low
P1904,Telecom,Agile,Co-located,T&M,20.43,217,18,5.46,5,16,12,0,14,0.07,7,378,0.762,0.39,0.022,15,0.091,2,10,0.444,21,30.92,13.24,1,High
P1924,E-commerce,Agile,Co-located,Managed Services,36.53,522,13,2.31,4,14,16,0,6,0.828,14,268,0.848,0.146,0.222,6,0.195,2,13,0.246,2,23.65,23.67,1,High
P1072,E-commerce,Agile,Distributed,T&M,24.5,61,15,4.19,3,15,7,0,13,0.723,14,186,1.047,0.279,0.021,9,0.28,2,6,0.375,13,22.26,12.64,1,Medium
P1596,Fintech,Waterfall,Distributed,T&M,16.98,107,16,3.44,5,11,12,1,7,0.106,0,0,0.94,0.08,0.146,3,0.088,1,9,0.567,10,27.52,16.52,1,High
P1157,Retail,Waterfall,Co-located,T&M,65.78,330,16,4.03,1,3,6,0,17,0.205,0,0,0.983,0.185,0.155,14,0.176,5,3,0.531,2,0.0,-10.0,0,Low
P1343,Healthcare,Agile,Hybrid,T&M,32.67,402,11,2.79,3,15,11,0,16,0.178,14,171,0.807,0.242,0.044,12,0.167,4,5,0.775,7,23.41,4.44,1,Medium
P1523,Telecom,Hybrid,Co-located,T&M,24.64,395,22,3.83,2,16,13,1,3,0.593,0,0,0.961,0.5,0.222,2,0.063,4,3,0.853,10,6.71,5.58,0,Medium
P1486,Healthcare,Agile,Hybrid,T&M,11.27,285,13,6.08,2,19,2,0,17,0.067,7,152,0.872,0.432,0.078,9,0.005,4,3,0.42,7,0.0,-0.3,0,Low
P1829,Government,Agile,Distributed,T&M,23.64,205,18,2.95,5,19,11,0,18,0.153,14,339,0.829,0.048,0.4,14,0.0,1,6,0.551,6,32.5,15.71,1,High
P1834,E-commerce,Agile,Co-located,Managed Services,44.98,269,10,4.6,5,15,12,1,15,0.112,14,331,0.781,0.349,0.108,6,0.134,2,8,0.309,5,30.22,23.58,1,High
P1975,Retail,Agile,Distributed,T&M,32.22,110,14,5.16,4,16,11,1,20,0.126,14,336,0.877,0.14,0.123,2,0.167,1,4,0.782,4,29.67,25.77,1,High
P1472,Fintech,Agile,Co-located,Fixed Bid,9.59,315,12,3.98,4,17,7,0,5,0.478,7,229,0.777,0.18,0.202,4,0.163,2,6,0.919,16,22.9,13.01,1,High
P1359,Fintech,Waterfall,Co-located,T&M,20.52,269,14,3.39,2,5,7,1,3,0.643,0,0,1.044,0.195,0.122,1,0.0,4,5,0.62,4,16.3,-4.31,0,Low
P1210,Healthcare,Agile,Distributed,T&M,34.61,140,21,6.02,1,21,1,0,4,0.752,7,109,0.827,0.215,0.374,5,0.139,4,3,0.918,16,0.04,-0.67,0,Low
P1132,Government,Agile,Distributed,Managed Services,44.29,110,19,3.37,1,11,5,1,20,0.179,14,134,0.966,0.268,0.4,7,0.272,4,0,0.503,21,8.93,-3.77,0,Low
P1495,E-commerce,Agile,Co-located,T&M,22.01,101,15,5.46,1,14,5,0,4,0.352,14,195,1.119,0.027,0.099,7,0.133,4,1,0.09,8,0.81,-1.54,0,Low
P1227,Government,Agile,Co-located,Fixed Bid,40.72,183,17,4.87,5,18,6,1,16,0.454,7,312,1.15,0.349,0.037,4,0.187,2,10,0.272,0,25.46,18.37,1,High
P1709,Fintech,Waterfall,Co-located,T&M,37.31,206,13,3.73,5,10,17,1,6,0.241,0,0,0.845,0.075,0.203,5,0.102,1,10,0.949,1,36.71,13.59,1,High
P1300,Telecom,Agile,Distributed,Fixed Bid,47.61,169,14,5.55,3,12,4,0,11,0.119,14,361,0.988,0.1,0.142,5,0.156,2,4,0.651,4,8.07,13.17,0,Medium
P1679,Retail,Hybrid,Co-located,Fixed Bid,34.12,69,9,5.26,2,18,9,1,8,0.145,0,0,0.738,0.123,0.102,3,0.134,5,3,0.547,19,0.48,-5.95,0,Low
P1779,Government,Waterfall,Distributed,Managed Services,21.47,520,12,5.92,4,9,9,0,7,0.614,0,0,0.795,0.263,0.021,13,0.233,3,7,0.704,6,25.29,9.12,1,High
P1479,Telecom,Agile,Co-located,Fixed Bid,16.93,303,14,4.59,3,6,11,0,19,0.268,7,93,0.906,0.289,0.213,8,0.157,4,2,0.413,9,11.1,16.95,0,Low
P1433,Government,Agile,Co-located,T&M,34.85,414,14,7.28,2,19,5,1,18,0.208,7,360,0.93,0.411,0.17,9,0.048,4,6,0.728,4,6.58,-1.71,0,Low
P1928,Telecom,Waterfall,Distributed,Fixed Bid,24.48,194,13,1.67,5,3,20,1,11,0.453,0,0,0.961,0.257,0.4,12,0.237,1,9,0.738,21,33.19,24.79,1,High
P1625,Fintech,Agile,Co-located,T&M,39.22,135,13,11.83,3,14,1,0,16,0.339,14,185,0.951,0.269,0.131,2,0.189,2,5,0.98,2,0.0,5.9,0,Low
P1747,Healthcare,Agile,Co-located,Managed Services,34.66,257,19,5.16,5,20,7,0,7,0.584,14,98,0.925,0.308,0.4,5,0.0,2,5,0.648,7,30.18,19.76,1,High
P1141,Retail,Agile,Hybrid,Fixed Bid,24.33,166,18,2.6,2,12,5,0,8,0.348,7,183,0.917,0.406,0.4,3,0.187,3,4,0.607,18,5.09,0.27,0,Low
P1234,Healthcare,Agile,Co-located,Fixed Bid,26.7,67,19,6.96,5,14,10,1,20,0.479,7,335,0.785,0.234,0.331,9,0.073,1,13,0.206,23,38.4,27.46,1,High
P1051,Government,Waterfall,Co-located,Fixed Bid,39.61,395,16,7.03,3,13,6,0,7,0.552,0,0,0.685,0.327,0.176,0,0.0,3,3,0.193,11,6.45,-8.55,0,Low
P1874,Telecom,Agile,Co-located,T&M,38.43,489,13,5.97,1,13,5,0,18,0.339,14,136,1.058,0.292,0.063,1,0.096,5,3,0.653,17,0.0,4.68,0,Low
P1107,Fintech,Waterfall,Distributed,Fixed Bid,43.4,105,11,2.68,5,8,9,0,13,0.273,0,0,0.917,0.363,0.143,2,0.339,2,5,0.595,0,33.03,16.3,1,High
P1237,Fintech,Agile,Distributed,Fixed Bid,33.74,421,11,4.83,2,14,8,0,16,0.351,14,167,0.8,0.184,0.153,7,0.059,4,2,0.627,8,1.71,0.61,0,Low
P1232,Telecom,Waterfall,Co-located,Fixed Bid,34.82,271,10,4.18,2,7,7,0,14,0.595,0,0,1.019,0.185,0.02,2,0.189,4,10,0.579,16,5.85,-0.18,0,Low
P1790,E-commerce,Agile,Co-located,T&M,14.78,101,11,3.64,1,14,5,0,19,0.243,14,108,0.904,0.344,0.181,8,0.133,5,0,0.705,8,0.0,-5.74,0,Low
P1521,Telecom,Agile,Co-located,T&M,20.33,410,15,4.72,5,16,11,1,20,0.397,7,399,1.15,0.278,0.231,5,0.067,2,5,0.601,5,30.01,10.45,1,High
P1785,Healthcare,Hybrid,Co-located,Managed Services,97.9,270,14,1.71,1,10,4,1,6,0.48,0,0,1.02,0.118,0.025,13,0.0,5,4,0.612,13,5.97,-0.83,0,Low
P1689,Fintech,Agile,Distributed,T&M,20.61,428,14,4.56,2,13,7,1,20,0.238,14,333,0.685,0.157,0.059,3,0.356,4,5,0.84,20,14.31,6.16,0,Low
P1496,Retail,Waterfall,Co-located,Fixed Bid,60.19,481,18,5.8,1,14,6,0,17,0.394,0,0,1.072,0.248,0.056,5,0.005,5,0,0.422,7,0.0,-10.0,0,Low
P1534,Retail,Waterfall,Distributed,T&M,15.51,368,12,3.47,3,10,6,0,6,0.721,0,0,0.868,0.254,0.221,2,0.208,2,4,0.647,17,14.9,13.67,1,High
P1738,Government,Agile,Co-located,Fixed Bid,21.93,463,9,0.5,4,11,12,0,12,0.504,14,113,0.83,0.314,0.177,3,0.059,3,6,0.853,10,32.64,16.99,1,High
P1617,E-commerce,Agile,Distributed,Fixed Bid,11.93,254,9,1.43,5,23,19,0,3,0.139,7,271,0.986,0.41,0.33,2,0.288,1,10,0.652,11,35.75,12.35,1,High
P1645,Retail,Hybrid,Hybrid,T&M,38.79,204,17,5.41,2,16,8,1,20,0.32,0,0,0.847,0.421,0.163,15,0.0,3,3,0.531,3,9.3,3.64,0,Medium
P1451,E-commerce,Waterfall,Co-located,Fixed Bid,19.07,296,10,1.32,1,8,7,1,19,0.095,0,0,0.899,0.314,0.141,5,0.052,5,0,0.855,10,3.81,11.73,0,Low
P1842,Retail,Agile,Distributed,Fixed Bid,56.71,188,15,6.86,5,20,8,0,9,0.246,14,228,1.141,0.186,0.06,14,0.242,1,6,0.801,5,33.94,18.66,1,High
P1816,Retail,Waterfall,Hybrid,Fixed Bid,33.59,468,20,6.58,5,13,11,0,18,0.789,0,0,1.008,0.274,0.025,6,0.0,1,8,0.791,5,32.97,29.14,1,High
P1121,Government,Hybrid,Co-located,T&M,27.19,520,10,6.33,2,12,9,0,17,0.677,0,0,1.1,0.098,0.19,3,0.183,3,2,0.811,11,7.99,-7.82,0,Low
P1941,E-commerce,Waterfall,Distributed,T&M,27.15,205,14,7.22,5,11,17,0,19,0.684,0,0,0.983,0.171,0.173,3,0.214,1,12,0.97,13,22.3,14.84,1,High
P1675,Healthcare,Hybrid,Co-located,Managed Services,118.2,290,12,5.66,1,12,3,0,8,0.525,0,0,0.866,0.292,0.27,14,0.132,4,5,0.459,4,1.59,3.47,0,Low
P1870,Fintech,Agile,Hybrid,T&M,29.15,439,9,3.53,5,24,11,1,12,0.693,7,265,0.774,0.171,0.136,12,0.14,2,6,0.797,9,31.01,17.36,1,High
P1129,E-commerce,Agile,Co-located,Managed Services,31.86,305,11,5.5,1,14,5,0,8,0.177,14,393,0.862,0.338,0.133,9,0.16,5,1,0.592,12,1.41,-8.24,0,Low
P1010,Fintech,Agile,Hybrid,T&M,38.46,334,13,6.26,1,13,3,0,11,0.561,14,348,0.868,0.324,0.134,3,0.138,5,0,0.913,11,0.0,-2.66,0,Low
P1621,Telecom,Agile,Co-located,T&M,86.44,173,13,5.01,1,11,3,1,14,0.886,14,211,0.992,0.255,0.256,1,0.048,5,1,0.354,7,0.0,6.61,0,Low
P1745,E-commerce,Hybrid,Distributed,Fixed Bid,22.58,77,18,7.48,1,17,5,1,12,0.328,0,0,1.037,0.321,0.061,11,0.077,4,1,0.923,19,3.71,2.33,0,Low
P1985,Fintech,Agile,Co-located,Fixed Bid,25.6,63,13,7.02,1,9,1,1,10,0.221,14,257,0.772,0.262,0.033,10,0.0,4,4,0.656,16,0.2,5.34,0,Low
P1113,Government,Hybrid,Hybrid,Fixed Bid,28.78,159,9,3.47,4,11,10,1,6,0.405,0,0,0.973,0.145,0.162,5,0.247,2,10,0.237,7,28.59,16.56,1,High
P1770,Telecom,Agile,Hybrid,Fixed Bid,59.97,413,18,5.04,5,15,12,0,8,0.255,7,276,0.89,0.232,0.065,9,0.136,2,8,0.349,6,33.44,20.49,1,High
P1677,E-commerce,Agile,Distributed,Managed Services,7.34,437,8,5.64,2,13,3,0,4,0.652,14,379,0.866,0.431,0.197,14,0.042,3,3,0.665,3,7.51,2.56,0,Low
P1522,E-commerce,Hybrid,Co-located,T&M,31.16,461,12,1.62,5,19,14,0,18,0.389,0,0,0.937,0.374,0.4,1,0.0,1,6,0.754,20,25.75,15.36,1,High
P1351,Fintech,Hybrid,Co-located,Fixed Bid,19.65,220,10,5.62,5,22,7,0,10,0.291,0,0,0.87,0.266,0.129,6,0.059,1,4,0.478,15,23.13,27.47,1,High
P1866,Telecom,Agile,Co-located,T&M,103.82,374,7,9.76,5,10,10,1,20,0.34,7,236,0.857,0.089,0.024,0,0.143,2,9,0.674,16,19.35,10.99,0,Medium
P1465,Telecom,Agile,Hybrid,Fixed Bid,18.41,368,10,6.72,3,15,5,0,17,0.5,7,154,0.972,0.245,0.378,10,0.0,4,3,0.525,0,7.94,2.56,0,Low
P1268,Telecom,Agile,Distributed,Managed Services,38.52,437,16,5.53,4,9,12,0,11,0.847,7,175,0.841,0.103,0.186,2,0.167,2,4,0.612,5,21.03,26.22,1,High
P1776,Healthcare,Agile,Co-located,T&M,54.06,257,8,4.24,2,13,12,0,13,0.773,7,369,0.935,0.5,0.111,7,0.326,5,1,0.624,18,3.68,-3.15,0,Low
P1549,Fintech,Waterfall,Co-located,T&M,46.72,266,12,5.3,2,3,3,1,10,0.579,0,0,0.98,0.354,0.33,15,0.138,5,6,0.684,13,7.06,-3.27,0,Low
P1127,Telecom,Hybrid,Distributed,Managed Services,19.87,239,14,6.32,4,15,9,1,12,0.182,0,0,0.78,0.143,0.116,9,0.107,2,6,0.54,3,34.44,25.27,1,High
P1003,Government,Waterfall,Hybrid,T&M,33.15,492,11,7.47,2,4,4,1,8,0.1,0,0,0.932,0.071,0.191,12,0.026,3,1,0.848,2,0.35,11.09,0,Low
P1830,Retail,Agile,Co-located,T&M,13.04,485,23,8.11,5,12,9,0,6,0.233,7,353,0.798,0.336,0.301,5,0.199,1,5,0.905,5,32.47,17.33,1,High
P1722,Government,Agile,Hybrid,T&M,20.41,325,7,2.03,3,16,11,1,11,0.105,7,316,0.687,0.316,0.179,14,0.021,2,6,0.801,9,25.33,21.77,1,High
P1515,Retail,Agile,Co-located,T&M,20.11,142,13,4.17,3,10,11,0,15,0.705,7,243,1.006,0.292,0.06,10,0.0,2,6,0.501,8,6.99,5.67,0,Medium
P1555,Telecom,Agile,Distributed,T&M,44.84,128,14,3.91,4,19,10,1,4,0.19,7,369,0.92,0.154,0.106,3,0.3,1,6,0.705,6,34.92,28.28,1,High
P1836,E-commerce,Hybrid,Distributed,T&M,18.22,345,9,6.15,3,22,4,0,11,0.408,0,0,0.96,0.101,0.067,12,0.0,3,0,0.578,16,22.85,5.56,1,Medium
P1258,Retail,Waterfall,Distributed,Fixed Bid,10.06,481,16,5.25,4,13,12,0,5,0.613,0,0,0.799,0.127,0.288,3,0.116,1,4,0.649,9,32.33,7.38,1,High
P1569,Fintech,Agile,Co-located,T&M,30.52,229,14,4.72,5,15,6,0,3,0.074,14,166,0.906,0.353,0.072,13,0.0,1,6,0.58,12,22.72,16.61,1,High
